Date,Open,High,Low,Close,Volume
2026-07-10,165.60,166.30,162.42,163.32,8321500
2026-07-13,165.92,172.76,165.92,171.22,14020700
2026-07-14,162.49,171.35,161.47,167.56,13507900
2026-07-15,170.52,172.80,166.56,167.00,13328100
2026-07-16,170.84,174.54,166.88,172.68,12057500
2026-07-17,171.50,175.43,169.75,170.77,10191500
2026-07-20,167.86,175.39,166.50,173.79,13426500
2026-07-21,167.06,172.43,166.93,170.06,12831800
2026-07-22,169.47,169.57,162.21,163.00,12194500
2026-07-23,165.05,165.88,155.15,156.93,12775000
2026-07-24,160.38,164.45,159.55,163.66,10899100
2026-07-27,168.00,176.95,167.14,173.60,17312000
2026-07-28,176.91,184.54,176.91,181.50,17204600
2026-07-29,182.01,190.18,182.01,188.38,18139500
2026-07-30,180.99,182.51,175.90,180.71,12182400
2026-07-31,177.70,184.45,177.03,184.02,9691500
2026-08-03,188.99,193.70,185.90,185.95,12908000
2026-08-04,183.09,191.29,183.00,190.99,9326900
2026-08-05,193.28,194.94,190.43,192.98,9605500
2026-08-06,183.44,187.02,183.00,186.77,13297600
2026-08-07,191.09,194.70,190.60,192.74,11392800
2026-08-10,190.17,198.18,190.00,197.51,9706600
2026-08-11,196.94,199.39,195.50,197.47,11171600
2026-08-12,192.00,196.50,191.78,193.32,12787900
2026-08-13,196.84,202.99,191.39,201.37,15058700
2026-08-14,202.75,204.40,195.32,196.21,8664800
2026-08-17,193.83,194.94,189.91,190.97,14378800
2026-08-18,194.09,199.41,193.23,196.14,14152900
2026-08-19,194.21,207.95,194.21,206.09,17843600
2026-08-20,205.22,207.88,203.00,205.43,11482300
2026-08-21,205.58,211.07,204.73,209.17,9685400
2026-08-24,208.42,213.17,207.39,209.06,9580200
2026-08-25,205.85,210.31,204.76,205.69,10081800
2026-08-26,199.94,206.44,198.95,205.62,14888900
2026-08-27,230.05,254.48,230.05,252.05,55517500
2026-08-28,250.47,263.53,249.00,256.00,34362700
2026-08-31,254.39,262.28,254.39,257.54,22471500
2026-09-01,255.01,262.32,254.25,258.11,15897500
2026-09-02,259.38,264.55,253.60,256.93,14393700
2026-09-03,261.98,268.27,261.60,264.43,16028300
2026-09-04,263.36,263.60,257.82,259.23,10490600
