Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-08-12,36552.80078125,36700.3984375,36499.80078125,36662.1015625,255661900,0.0,0.0
2026-08-13,36660.19921875,36763.80078125,36534.30078125,36759.30078125,243561700,0.0,0.0
2026-08-14,36778.0,36844.69921875,36638.1015625,36730.30078125,187274400,0.0,0.0
2026-08-17,36687.3984375,36819.1015625,36643.1015625,36667.8984375,212212700,0.0,0.0
2026-08-18,36615.5,36624.1015625,36313.6015625,36367.8984375,195868700,0.0,0.0
2026-08-19,36536.30078125,36737.3984375,36340.3984375,36401.80078125,276779700,0.0,0.0
2026-08-20,36308.30078125,36481.19921875,36222.30078125,36365.3984375,244828900,0.0,0.0
2026-08-21,36474.80078125,36717.80078125,36474.80078125,36620.19921875,268889600,0.0,0.0
2026-08-24,36598.80078125,36731.5,36520.80078125,36714.1015625,265095800,0.0,0.0
2026-08-25,36627.5,36991.69921875,36627.5,36957.6015625,242694700,0.0,0.0
2026-08-26,36809.5,37069.1015625,36808.3984375,36813.69921875,229776800,0.0,0.0
2026-08-27,36806.3984375,36835.6015625,36624.6015625,36834.30078125,239027200,0.0,0.0
2026-08-28,36876.5,36963.1015625,36431.6015625,36553.8984375,234486300,0.0,0.0
2026-08-31,36493.5,36559.8984375,36144.30078125,36270.5,337071600,0.0,0.0
2026-09-01,36116.80078125,36141.1015625,35722.0,35825.69921875,305940000,0.0,0.0
2026-09-02,35903.0,36116.80078125,35903.0,36091.6015625,265437800,0.0,0.0
2026-09-03,36259.1015625,36669.1015625,36259.1015625,36633.1015625,247988200,0.0,0.0
2026-09-04,36487.69921875,36666.3984375,36432.30078125,36513.80078125,213153600,0.0,0.0
2026-09-08,36421.6015625,36445.3984375,36107.6015625,36123.1015625,294147100,0.0,0.0
2026-09-09,36174.6015625,36174.6015625,35892.8984375,35906.6015625,290603700,0.0,0.0
2026-09-10,35739.3984375,35739.3984375,35427.5,35506.30078125,275614700,0.0,0.0
2026-09-11,35673.80078125,35857.3984375,35578.5,35697.5,214351000,0.0,0.0
2026-09-14,35603.1015625,35847.5,35520.8984375,35702.5,301230600,0.0,0.0
2026-09-15,35682.19921875,35705.30078125,35405.6015625,35582.1015625,244283500,0.0,0.0
2026-09-16,35675.80078125,35781.80078125,35243.30078125,35491.30078125,265362900,0.0,0.0
2026-09-17,35759.6015625,35920.1015625,35724.6015625,35874.30078125,196436200,0.0,0.0
